TotalT,Temp,LSR,CA,Size,Mass,Moisture,IsoT,HeatT,Ramp,F_A,F_Gal,F_Glu,F_X,F_M,F_R,A,Gal,Glu,X,M,R,Furf,HMF,Source,ID,Yield,P,logP,Ro,logRo
397.76229526897896,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,388.32479526897896,9.4375,8.0,,,,18.863636363636367,,,,,,18.4546062958591,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,78.26531826677594,6.816112619407532,1.9192893121909154,401.7140012475157,5.995740395742918
427.8648737238531,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,418.4273737238531,9.4375,8.0,,,,18.863636363636367,,,,,,18.3476837711879,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,77.81186370431493,7.344491356440923,1.993950556913553,432.85449854848923,6.070401640465556
457.1884399982962,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,447.7509399982962,9.4375,8.0,,,,18.863636363636367,,,,,,18.8499166474002,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,79.94181517933578,7.859196398622995,2.061684361853373,463.1891237963925,6.138135445405376
487.6268625047152,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,478.1893625047152,9.4375,8.0,,,,18.863636363636367,,,,,,18.7559168177559,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,79.54316529939851,8.393470074392662,2.1274540314427863,494.6770448503299,6.2039051149947895
518.6887867937842,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,509.2512867937842,9.4375,8.0,,,,18.863636363636367,,,,,,18.972864774096198,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,80.46323374074532,8.938687832077056,2.1903888034774757,526.8099656543342,6.266839887029478
548.7738429503164,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,539.3363429503164,9.4375,8.0,,,,18.863636363636367,,,,,,18.969615847945303,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,80.44945516237043,9.466759007089417,2.2477866107214868,557.932336498631,6.3242376942734895
578.4880104586216,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,569.0505104586216,9.4375,8.0,,,,18.863636363636367,,,,,,19.160791423808398,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,81.26022386964524,9.988320119323467,2.301416422296742,588.6710306766118,6.377867505848744
608.9286232523332,373.65,8.0,0.10196798205363516,8.0,16.67,20.0,599.4911232523332,9.4375,8.0,,,,18.863636363636367,,,,,,19.053832394349,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,80.80661449169696,10.522632240345759,2.353528388972145,620.1612175376337,6.429979472524147
10.409597209720976,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,0.972097209720978,9.4375,8.0,,,,18.863636363636367,,,,,,3.91725852997671,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,16.612951837973515,0.017062840537598076,-4.070852247988616,1.005614538335288,0.005598835563387338
16.566212871287142,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,7.1287128712871395,9.4375,8.0,,,,18.863636363636367,,,,,,4.52175155659896,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,19.17658491473294,0.12512749727571865,-2.0784220832984137,7.374506614458744,1.9980290002535888
19.158472097209717,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,9.72097209720972,9.4375,8.0,,,,18.863636363636367,,,,,,4.966399732756781,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,21.06232175819743,0.17062840537597973,-1.7682671549945759,10.056145383352817,2.308183928557427
24.991055355535547,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,15.553555355535543,9.4375,8.0,,,,18.863636363636367,,,,,,5.50912617034899,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,23.364004963407762,0.27300544860156734,-1.298263525748841,16.089832613364496,2.778187557803162
35.36009225922592,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,25.922592259225922,9.4375,8.0,,,,18.863636363636367,,,,,,6.842358050238009,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,29.018193176913,0.45500908100261256,-0.7874379019828497,26.816387688940846,3.2890131815691532
41.19267551755173,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,31.75517551755173,9.4375,8.0,,,,18.863636363636367,,,,,,7.49642469401579,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,31.792066172211538,0.5573861242282,-0.58449705798616,32.850074918952515,3.4919540255658426
44.10896714671463,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,34.671467146714626,9.4375,8.0,,,,18.863636363636367,,,,,,8.11417966538922,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,34.41194267731331,0.6085746458409936,-0.4966357021948262,35.866918533958334,3.5798153813571765
48.96945319531948,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,39.531953195319474,9.4375,8.0,,,,18.863636363636367,,,,,,8.80562695444802,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,37.34434563814099,0.6938888485289832,-0.365443491923476,40.89499122563473,3.7110075916285266
54.802036453645364,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,45.364536453645364,9.4375,8.0,,,,18.863636363636367,,,,,,9.36072452606085,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,39.69849437558336,0.7962658917545721,-0.22782211404742686,46.928678455646484,3.848628969504576
63.22687893789375,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,53.78937893789375,9.4375,8.0,,,,18.863636363636367,,,,,,9.84088264496552,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,41.734827602745334,0.9441438430804204,-0.05747674830018872,55.64400445455222,4.018974335251814
71.9757538253824,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,62.538253825382405,9.4375,8.0,,,,18.863636363636367,,,,,,10.8157970436218,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,45.86940432957678,1.0977094079188006,0.09322565224815223,64.69453529956965,4.169676735800155
79.1044666966696,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,69.6669666966696,9.4375,8.0,,,,18.863636363636367,,,,,,11.8653836517672,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,50.32066319785607,1.2228369051945203,0.2011734914709307,72.06904191402846,4.277624575022934
90.445600810081,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,81.00810081008099,9.4375,8.0,,,,18.863636363636367,,,,,,12.2705132368907,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,52.03880312512682,1.421903378133164,0.35199638120551496,83.80121152794013,4.428447464757518
101.7867349234918,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,92.3492349234918,9.4375,8.0,,,,18.863636363636367,,,,,,13.7024469457255,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,58.111582227655134,1.6209698510717978,0.48302464361191344,95.53338114185121,4.559475727163917
110.5356098109808,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,101.0981098109808,9.4375,8.0,,,,18.863636363636367,,,,,,14.3433407258251,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,60.8295895842221,1.7745354159101838,0.5735386511527482,104.583911986869,4.649989734704751
121.8767439243922,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,112.4392439243922,9.4375,8.0,,,,18.863636363636367,,,,,,15.280429073835199,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,64.80374739746975,1.973601888848828,0.679860243290126,116.31608160078068,4.756311326842129
131.9217484248424,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,122.48424842484242,9.4375,8.0,,,,18.863636363636367,,,,,,15.599317045106499,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,66.15613975756008,2.149917907737344,0.7654296589628562,126.70743183024544,4.841880742514859
140.6706233123308,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,131.2331233123308,9.4375,8.0,,,,18.863636363636367,,,,,,16.314437629329902,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,69.18894030751957,2.303483472575719,0.8344225304498047,135.7579626752626,4.910873614001807
151.6877250225022,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,142.2502250225022,9.4375,8.0,,,,18.863636363636367,,,,,,16.5093470171759,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,70.01554397645683,2.4968623320018355,0.9150348764184397,147.15492744306286,4.991485959970443
159.1404702970294,373.65,8.0,0.20393596410727036,8.0,16.67,20.0,149.7029702970294,9.4375,8.0,,,,18.863636363636367,,,,,,17.0887414514647,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,E,72.47273483030811,2.627677442790082,0.9661003544250055,154.86463890363308,5.042551437977008
